Model,Function,Dim,Run,N_samples,MSE,MAE,TIME
SVR,Zhou,1,16,4,1.0697305266523367,0.8280324761954865,0.0006263256072998047
SVR,Zhou,1,17,4,0.504000188595226,0.6320512464601503,0.0006499290466308594
SVR,Zhou,1,18,4,0.532566367263811,0.655712625769031,0.0006470680236816406
SVR,Zhou,1,19,4,0.5882619207586814,0.6529101275728506,0.0006239414215087891
SVR,Zhou,1,20,4,0.7200690592699304,0.7259759231518942,0.00083160400390625
SVR,Zhou,1,1,8,0.5016994031310014,0.6277592231131692,0.0006422996520996094
SVR,Zhou,1,2,8,0.7540082799100591,0.7128149652802058,0.0009071826934814453
SVR,Zhou,1,3,8,1.0716277208496598,0.8285026148123048,0.0007283687591552734
SVR,Zhou,1,4,8,0.6318183604732277,0.6942998333186509,0.0006628036499023438
SVR,Zhou,1,5,8,1.2306465049482425,0.8864236845939394,0.0006320476531982422
SVR,Zhou,1,6,8,0.8885365834683998,0.779275512134625,0.0007104873657226562
SVR,Zhou,1,7,8,0.6144276250242753,0.6610670183803435,0.0006167888641357422
SVR,Zhou,1,8,8,0.6181989172488369,0.662061442024147,0.0007252693176269531
SVR,Zhou,1,9,8,0.5687346959202416,0.6696640032482949,0.0006699562072753906
SVR,Zhou,1,10,8,0.505643625249953,0.6235409780681088,0.0006160736083984375
SVR,Zhou,1,11,8,0.6364767920650629,0.6672842058950549,0.0006992816925048828
SVR,Zhou,1,12,8,0.5437395437003905,0.6600442685914861,0.0008749961853027344
SVR,Zhou,1,13,8,0.5861924148298486,0.6518154625450743,0.0008275508880615234
SVR,Zhou,1,14,8,0.7345680294878046,0.7290142995497493,0.0006670951843261719
SVR,Zhou,1,15,8,0.7951557233854986,0.7488553722647633,0.0007877349853515625
SVR,Zhou,1,16,8,0.7054098437547154,0.6942136033035142,0.0007679462432861328
SVR,Zhou,1,17,8,0.4963759062935511,0.6256269998482966,0.0006601810455322266
SVR,Zhou,1,18,8,0.5175868766243421,0.6258333398549667,0.000652313232421875
SVR,Zhou,1,19,8,0.555425475486903,0.6403286629175967,0.0006554126739501953
SVR,Zhou,1,20,8,0.7151338183478729,0.7230144105425745,0.0009217262268066406
SVR,Zhou,1,1,16,0.507009972780754,0.6220642852554961,0.000881195068359375
SVR,Zhou,1,2,16,0.6730591733514661,0.6803884275959183,0.0008227825164794922
SVR,Zhou,1,3,16,0.8101242495436697,0.7312309390218091,0.0008563995361328125
SVR,Zhou,1,4,16,0.49091838499139717,0.6249903779184285,0.0007841587066650391
SVR,Zhou,1,5,16,0.4963893076508598,0.6300301155298709,0.0008685588836669922
SVR,Zhou,1,6,16,0.7371702624332238,0.7264254345845582,0.0009183883666992188
SVR,Zhou,1,7,16,0.5690333341775916,0.6451187023894641,0.0008497238159179688
SVR,Zhou,1,8,16,0.5781671677228318,0.6482725823166442,0.0008518695831298828
SVR,Zhou,1,9,16,0.9208643944284834,0.7832473659392564,0.0006964206695556641
SVR,Zhou,1,10,16,0.49622642774146447,0.6191337620118228,0.0008673667907714844
SVR,Zhou,1,11,16,0.6831284889360727,0.6846226896431195,0.0006744861602783203
SVR,Zhou,1,12,16,0.5074738324403563,0.6233405383174625,0.0007765293121337891
SVR,Zhou,1,13,16,0.6852443495906819,0.685794716497375,0.0008296966552734375
SVR,Zhou,1,14,16,0.5404997352788409,0.6569801118960357,0.0008146762847900391
SVR,Zhou,1,15,16,0.4951747286314464,0.6257064022323003,0.0008399486541748047
SVR,Zhou,1,16,16,0.7018895276144019,0.6925222127358911,0.0008020401000976562
SVR,Zhou,1,17,16,1.0474938158045686,0.8211910477418806,0.0008740425109863281
SVR,Zhou,1,18,16,0.4881687264834952,0.6177915353119853,0.0008645057678222656
SVR,Zhou,1,19,16,0.5066700951394529,0.6220935772718925,0.0007569789886474609
SVR,Zhou,1,20,16,0.9540031587878723,0.7950635677748585,0.0006422996520996094
SVR,Zhou,1,1,32,0.48100767893621155,0.6089433618905457,0.0008716583251953125
SVR,Zhou,1,2,32,0.606262427709495,0.6560478492943156,0.0008449554443359375
SVR,Zhou,1,3,32,0.5093966885418705,0.6200528900749375,0.00072479248046875
SVR,Zhou,1,4,32,0.566051225409255,0.6620457359995952,0.0007054805755615234
SVR,Zhou,1,5,32,0.4725451951150816,0.6083168140798668,0.0007541179656982422
SVR,Zhou,1,6,32,0.6103921328889931,0.6767518393453154,0.000823974609375
SVR,Zhou,1,7,32,0.5557220076155795,0.6385900140720762,0.0007848739624023438
SVR,Zhou,1,8,32,0.5280764387564998,0.6264065382527031,0.0008821487426757812
SVR,Zhou,1,9,32,0.47693846052487004,0.6141868628480147,0.0007851123809814453
SVR,Zhou,1,10,32,0.4888485807805044,0.6116383247321981,0.0009057521820068359
SVR,Zhou,1,11,32,0.48061874353876677,0.6081020576231466,0.0008723735809326172
SVR,Zhou,1,12,32,0.4916309558898325,0.614727250131256,0.0007650852203369141
SVR,Zhou,1,13,32,0.6047802498218807,0.6545038414035578,0.0008566379547119141
SVR,Zhou,1,14,32,0.4753273089332475,0.6110406720582287,0.0009074211120605469
SVR,Zhou,1,15,32,0.4870983973369895,0.6118283373957342,0.0007913112640380859
SVR,Zhou,1,16,32,0.720469050624606,0.6994374157324686,0.0008630752563476562
SVR,Zhou,1,17,32,0.5548548269183171,0.6517404319780321,0.000782012939453125
SVR,Zhou,1,18,32,0.5036415624254381,0.6327965711579868,0.0007617473602294922
SVR,Zhou,1,19,32,0.49328865526026694,0.6153961341236471,0.0008816719055175781
SVR,Zhou,1,20,32,0.468445706791248,0.6061064776865311,0.0008149147033691406
NN,Zhou,2,1,4,3.48282527923584,1.5252068042755127,4.421241044998169
NN,Zhou,2,2,4,3.514753580093384,0.9149050712585449,3.1034059524536133
NN,Zhou,2,3,4,13.850537300109863,2.5409340858459473,4.226063013076782
NN,Zhou,2,4,4,4.961847305297852,1.8016020059585571,3.4953339099884033
NN,Zhou,2,5,4,5.333478927612305,1.7844890356063843,3.5337376594543457
NN,Zhou,2,6,4,3.7592570781707764,0.949806272983551,3.9145090579986572
NN,Zhou,2,7,4,16.32194709777832,3.2191286087036133,3.4454383850097656
NN,Zhou,2,8,4,14.715778350830078,3.077993392944336,3.778808355331421
NN,Zhou,2,9,4,4.950759410858154,1.7621605396270752,4.264749765396118
NN,Zhou,2,10,4,3.2141273021698,0.8906508088111877,4.723122596740723
NN,Zhou,2,11,4,4.941647052764893,1.683011770248413,3.9692089557647705
NN,Zhou,2,12,4,11.120078086853027,2.5141453742980957,3.8599209785461426
NN,Zhou,2,13,4,2.5539751052856445,1.0545165538787842,3.481919288635254
NN,Zhou,2,14,4,3.664287805557251,0.9432445168495178,4.509183883666992
NN,Zhou,2,15,4,3.3404312133789062,1.250154733657837,3.7075021266937256
NN,Zhou,2,16,4,13.59711742401123,2.901916027069092,4.210715055465698
NN,Zhou,2,17,4,23.811595916748047,3.7424159049987793,4.03426718711853
NN,Zhou,2,18,4,3.544246196746826,1.2422807216644287,4.928269624710083
NN,Zhou,2,19,4,3.0580294132232666,1.1351326704025269,3.600041151046753
NN,Zhou,2,20,4,2.9118432998657227,1.0403258800506592,3.9812073707580566
NN,Zhou,2,1,16,13.068922996520996,2.4793167114257812,3.8495750427246094
NN,Zhou,2,2,16,3.624140739440918,1.2916096448898315,3.9249465465545654
NN,Zhou,2,3,16,11.195672988891602,1.870621681213379,4.2138001918792725
NN,Zhou,2,4,16,1.7799640893936157,0.7810066342353821,4.375226736068726
NN,Zhou,2,5,16,1.8037173748016357,0.9907106161117554,2.8436412811279297
NN,Zhou,2,6,16,2.4849233627319336,1.0626282691955566,3.3885750770568848
NN,Zhou,2,7,16,7.455696105957031,1.8352830410003662,4.225937366485596
NN,Zhou,2,8,16,4.4924468994140625,1.3409464359283447,4.312840461730957
NN,Zhou,2,9,16,2.9150471687316895,1.0329324007034302,2.0036373138427734
NN,Zhou,2,10,16,1.8125324249267578,0.7971819043159485,4.099415302276611
NN,Zhou,2,11,16,3.473907709121704,1.0566856861114502,4.003918170928955
NN,Zhou,2,12,16,2.148636817932129,0.8901562690734863,5.4139015674591064
NN,Zhou,2,13,16,4.71469259262085,1.2343175411224365,4.508312463760376
NN,Zhou,2,14,16,3.815340518951416,1.0821242332458496,4.281610012054443
NN,Zhou,2,15,16,2.112590789794922,0.8435105681419373,4.075210332870483
NN,Zhou,2,16,16,6.4181108474731445,1.734965443611145,4.422043323516846
NN,Zhou,2,17,16,9.64742660522461,1.8652918338775635,4.522143125534058
NN,Zhou,2,18,16,3.140321969985962,1.0495972633361816,4.10383939743042
NN,Zhou,2,19,16,4.407944679260254,1.2972369194030762,4.1473565101623535
NN,Zhou,2,20,16,9.773197174072266,1.8053749799728394,3.1436400413513184
NN,Zhou,2,1,64,2.2449707984924316,0.7020747661590576,4.4021100997924805
NN,Zhou,2,2,64,0.2732671797275543,0.309055894613266,4.027828931808472
NN,Zhou,2,3,64,0.1965094357728958,0.2529553174972534,4.141142845153809
NN,Zhou,2,4,64,2.379966974258423,0.7160147428512573,4.264301538467407
NN,Zhou,2,5,64,0.5874485373497009,0.3807655870914459,5.270630121231079
NN,Zhou,2,6,64,0.7165981531143188,0.4631548821926117,4.406403064727783
NN,Zhou,2,7,64,0.7004469037055969,0.48940956592559814,4.2850141525268555
NN,Zhou,2,8,64,0.7015530467033386,0.4251220226287842,2.2849302291870117
NN,Zhou,2,9,64,1.3034685850143433,0.5211619138717651,4.5013768672943115
NN,Zhou,2,10,64,2.338071584701538,0.5529481172561646,4.518078088760376
NN,Zhou,2,11,64,0.21002353727817535,0.28683313727378845,4.694755792617798
NN,Zhou,2,12,64,0.8078916072845459,0.4278935194015503,4.363603115081787
NN,Zhou,2,13,64,0.6337514519691467,0.43104028701782227,4.2895519733428955
NN,Zhou,2,14,64,1.6455765962600708,0.6707246899604797,4.843255043029785
NN,Zhou,2,15,64,1.1504606008529663,0.5432918071746826,4.904704332351685
NN,Zhou,2,16,64,0.9625430703163147,0.5094170570373535,4.377471923828125
NN,Zhou,2,17,64,2.8975331783294678,0.7694534063339233,4.575845718383789
NN,Zhou,2,18,64,0.21645544469356537,0.27702879905700684,4.750058650970459
NN,Zhou,2,19,64,0.39571815729141235,0.32288873195648193,4.79989218711853
NN,Zhou,2,20,64,0.14965680241584778,0.25084686279296875,4.963759183883667
NN,Zhou,2,1,256,0.04168928787112236,0.11840280890464783,9.759810447692871
NN,Zhou,2,2,256,0.02182791382074356,0.09413619339466095,9.86381483078003
NN,Zhou,2,3,256,0.018537255004048347,0.08365719020366669,9.551766633987427
NN,Zhou,2,4,256,0.028423041105270386,0.11046887189149857,9.529901504516602
NN,Zhou,2,5,256,0.013559814542531967,0.07673437148332596,9.321029424667358
NN,Zhou,2,6,256,0.04158436134457588,0.10459931939840317,9.877712488174438
NN,Zhou,2,7,256,0.01497224997729063,0.06885719299316406,9.709417819976807
NN,Zhou,2,8,256,0.014875409193336964,0.07742906361818314,9.136080741882324
NN,Zhou,2,9,256,0.01323685422539711,0.07014518976211548,9.81450343132019
NN,Zhou,2,10,256,0.01744135655462742,0.08432469516992569,10.012357711791992
NN,Zhou,2,11,256,0.019415970891714096,0.08721491694450378,10.431337594985962
NN,Zhou,2,12,256,0.019368141889572144,0.08579322695732117,10.062823057174683
NN,Zhou,2,13,256,0.048780832439661026,0.13158461451530457,10.283061981201172
NN,Zhou,2,14,256,0.013169348239898682,0.07280020415782928,10.20230507850647
NN,Zhou,2,15,256,0.027073169127106667,0.09095069020986557,9.355166912078857
NN,Zhou,2,16,256,0.01822374202311039,0.07856201380491257,9.67725157737732
NN,Zhou,2,17,256,0.04006369784474373,0.11499419063329697,9.414093255996704
NN,Zhou,2,18,256,0.03778525069355965,0.11101856827735901,8.160409688949585
NN,Zhou,2,19,256,0.02829306572675705,0.09953831136226654,9.572528600692749
NN,Zhou,2,20,256,0.01063581369817257,0.06982434540987015,9.975035429000854
NN,Zhou,2,1,1024,0.004494058899581432,0.04906972125172615,12.818533420562744
NN,Zhou,2,2,1024,0.00523945689201355,0.05402669683098793,12.033431053161621
NN,Zhou,2,3,1024,0.004808795638382435,0.052028100937604904,11.910263061523438
NN,Zhou,2,4,1024,0.009191140532493591,0.0774630755186081,13.083587646484375
NN,Zhou,2,5,1024,0.005124306306242943,0.05307242274284363,13.44516897201538
NN,Zhou,2,6,1024,0.004080376587808132,0.04653189331293106,13.060939311981201
NN,Zhou,2,7,1024,0.011416594497859478,0.07556930929422379,13.176045179367065
NN,Zhou,2,8,1024,0.009997953660786152,0.06816812604665756,12.974631547927856
NN,Zhou,2,9,1024,0.004661375656723976,0.05023941770195961,12.91514277458191
NN,Zhou,2,10,1024,0.011719749309122562,0.07404730468988419,12.37766695022583
NN,Zhou,2,11,1024,0.004450024571269751,0.04912653565406799,12.0686674118042
NN,Zhou,2,12,1024,0.007029834669083357,0.05627584084868431,12.326717138290405
NN,Zhou,2,13,1024,0.010098522529006004,0.06638188660144806,12.601056575775146
NN,Zhou,2,14,1024,0.0040587554685771465,0.04773584380745888,12.033279418945312
NN,Zhou,2,15,1024,0.008006800897419453,0.06333860009908676,12.847774028778076
NN,Zhou,2,16,1024,0.0075540305115282536,0.06316888332366943,12.155327558517456
NN,Zhou,2,17,1024,0.007445776369422674,0.061109356582164764,12.511980295181274
NN,Zhou,2,18,1024,0.01126972958445549,0.07261636108160019,12.665565252304077
NN,Zhou,2,19,1024,0.004469617269933224,0.048911869525909424,11.98342514038086
NN,Zhou,2,20,1024,0.005620736163109541,0.05755822733044624,12.194794654846191
PF,Zhou,2,1,4,8.10081897657523,2.273953348517154,0.002223968505859375
PF,Zhou,2,2,4,3.645274258855899,0.9604419489476724,0.001844644546508789
PF,Zhou,2,3,4,399.224325388768,11.258253383710194,0.0026235580444335938
PF,Zhou,2,4,4,14.650858583989763,2.54715260665491,0.002004861831665039
PF,Zhou,2,5,4,3.2025148512371517,1.4247763692341944,0.002010345458984375
PF,Zhou,2,6,4,3.748457229630652,0.9617704215818641,0.0020911693572998047
PF,Zhou,2,7,4,2213.242527704007,29.56219989137458,0.001657247543334961
PF,Zhou,2,8,4,107.1486974593448,6.566499247421872,0.0016088485717773438
PF,Zhou,2,9,4,115.97722337941772,6.544897603646852,0.0017020702362060547
PF,Zhou,2,10,4,4.250549985975373,1.3558029053125815,0.0015752315521240234
PF,Zhou,2,11,4,13.16896331711908,2.6088687481827044,0.0016994476318359375
PF,Zhou,2,12,4,86.12727187323311,5.62740052765891,0.0016660690307617188
PF,Zhou,2,13,4,150.54404729704842,9.63994137625051,0.001703500747680664
PF,Zhou,2,14,4,3.80615547838731,1.0527655473308613,0.0017094612121582031
PF,Zhou,2,15,4,3.893449582488372,1.3465736754127615,0.0016188621520996094
PF,Zhou,2,16,4,1181.2539676456015,20.928483694210094,0.001847982406616211
PF,Zhou,2,17,4,53.5476625380039,5.495951938098491,0.0016894340515136719
PF,Zhou,2,18,4,3.0025446031434924,0.9921951802924835,0.0016362667083740234
PF,Zhou,2,19,4,31.52582340846547,4.456242446693907,0.0015854835510253906
PF,Zhou,2,20,4,5.440083803668249,1.6005516975607714,0.0016293525695800781
PF,Zhou,2,1,16,14.839690334870433,2.7704321282699813,0.0020558834075927734
PF,Zhou,2,2,16,7.88671713307787,1.9635618918829343,0.0017368793487548828
PF,Zhou,2,3,16,75.54731367090729,4.431584985529216,0.001672506332397461
PF,Zhou,2,4,16,3.708671205923466,1.267141620285197,0.0017464160919189453
PF,Zhou,2,5,16,7.00607595964393,1.5934172393905044,0.0019631385803222656
PF,Zhou,2,6,16,9.513806725429767,2.5444192877211456,0.0017216205596923828
PF,Zhou,2,7,16,120.91599262859637,5.968546015733546,0.0017857551574707031
PF,Zhou,2,8,16,32.10168952649971,3.7919068488937295,0.0016460418701171875
PF,Zhou,2,9,16,2.853529726544212,1.103897808152629,0.0022640228271484375
PF,Zhou,2,10,16,16.374300909895304,2.5750697672073746,0.0016393661499023438
PF,Zhou,2,11,16,3.0659886143470163,1.2969092336702976,0.001641988754272461
PF,Zhou,2,12,16,3.7383622812297994,1.358825011725286,0.0017206668853759766
PF,Zhou,2,13,16,15.839451603194657,2.600439677222531,0.001800537109375
PF,Zhou,2,14,16,5.857299555942286,1.7540755830240826,0.001718282699584961
PF,Zhou,2,15,16,2.7969299906444327,0.9257863882189856,0.002455472946166992
PF,Zhou,2,16,16,106.31414295899951,6.195759723459663,0.0017528533935546875
PF,Zhou,2,17,16,40.934615625934335,3.766562721699331,0.0023126602172851562
PF,Zhou,2,18,16,67.50693550706006,4.40466693076341,0.0017087459564208984
PF,Zhou,2,19,16,4.691662207120731,1.627280823838793,0.002640247344970703
PF,Zhou,2,20,16,42.35800470709114,2.98133309425826,0.004958391189575195
PF,Zhou,2,1,64,2.5119486485909515,1.2168515972013703,0.0017943382263183594
PF,Zhou,2,2,64,2.231877135220529,1.1090724299619004,0.0017626285552978516
PF,Zhou,2,3,64,2.166382665746887,1.0771621934984825,0.002120494842529297
PF,Zhou,2,4,64,2.3175191452688124,1.0917368056785952,0.0017485618591308594
PF,Zhou,2,5,64,2.1749804374410835,1.078407177050356,0.001943349838256836
PF,Zhou,2,6,64,2.305337097969216,1.1534221048656168,0.001833200454711914
PF,Zhou,2,7,64,2.5874364860130337,1.2690698682988535,0.003213644027709961
PF,Zhou,2,8,64,2.45172220078625,1.2359866782973978,0.0018222332000732422
PF,Zhou,2,9,64,2.317588770066925,0.8898912272734749,0.0017821788787841797
PF,Zhou,2,10,64,2.1589586073837905,1.1091094166897604,0.0018219947814941406
PF,Zhou,2,11,64,2.6535330666446506,1.1434599003593506,0.0018274784088134766
PF,Zhou,2,12,64,2.46924106488175,1.1022524897288086,0.0026886463165283203
PF,Zhou,2,13,64,2.3829355638293017,1.1860106670688877,0.0018846988677978516
PF,Zhou,2,14,64,2.2507720100732342,1.1594472368120154,0.001870870590209961
PF,Zhou,2,15,64,2.2120171897338996,0.9738901256070592,0.0017914772033691406
PF,Zhou,2,16,64,2.132826077092322,1.0125752495206402,0.0028235912322998047
PF,Zhou,2,17,64,2.1893918800004264,1.1044281737908652,0.0019481182098388672
PF,Zhou,2,18,64,2.55601134856532,1.2134386346077173,0.0024840831756591797
PF,Zhou,2,19,64,2.2015672687438435,1.084367291204074,0.0017316341400146484
PF,Zhou,2,20,64,2.7354452939034046,1.3169569576268942,0.0020372867584228516
PF,Zhou,2,1,256,2.0987735949046393,1.0134394447342001,0.002699613571166992
PF,Zhou,2,2,256,2.215428961864026,1.1397276790561002,0.0035507678985595703
PF,Zhou,2,3,256,2.1368569588444974,1.0786805481473516,0.0021524429321289062
PF,Zhou,2,4,256,2.1066223745177712,1.0064125685040548,0.002110719680786133
PF,Zhou,2,5,256,2.1471400651001216,1.0418980113352359,0.002161264419555664
PF,Zhou,2,6,256,2.1156766378020833,1.0144915875016522,0.0022559165954589844
PF,Zhou,2,7,256,2.148426566541523,1.0597229751296646,0.0022220611572265625
PF,Zhou,2,8,256,2.0935015202890797,1.0359449022457088,0.0028820037841796875
PF,Zhou,2,9,256,2.1607474625932506,0.9602086809526572,0.0024225711822509766
PF,Zhou,2,10,256,2.100333401312481,1.0333652552771113,0.0023164749145507812
PF,Zhou,2,11,256,2.2083403648589,1.1480403893668367,0.001956462860107422
PF,Zhou,2,12,256,2.123887824410085,0.9696885667540585,0.0019884109497070312
PF,Zhou,2,13,256,2.1271957777604067,1.0720089385697311,0.0022041797637939453
PF,Zhou,2,14,256,2.149909418493297,1.0622250621942213,0.002332925796508789
PF,Zhou,2,15,256,2.100057202546449,1.0022801746834218,0.002184629440307617
PF,Zhou,2,16,256,2.1662336111283573,1.0908069801964244,0.002077341079711914
PF,Zhou,2,17,256,2.130307589268674,1.054589962986612,0.002742290496826172
PF,Zhou,2,18,256,2.1347030922941315,1.0451358795938137,0.0021593570709228516
PF,Zhou,2,19,256,2.1090313554568847,1.0285765777161313,0.0027027130126953125
PF,Zhou,2,20,256,2.100939629635153,1.0421595275415256,0.0028858184814453125
PF,Zhou,2,1,1024,2.091236586014236,1.038611957117942,0.002237081527709961
PF,Zhou,2,2,1024,2.096672832556505,1.0433022807953285,0.0028314590454101562
PF,Zhou,2,3,1024,2.100116330888486,1.0519961236023057,0.002222776412963867
PF,Zhou,2,4,1024,2.0887304263257316,0.9963925595243837,0.0024368762969970703
PF,Zhou,2,5,1024,2.0905986652612825,1.015772599207807,0.002251148223876953
PF,Zhou,2,6,1024,2.0922389711074176,1.04257977665135,0.002290487289428711
PF,Zhou,2,7,1024,2.0982303776565985,1.036091956297429,0.0022313594818115234
PF,Zhou,2,8,1024,2.0886666511849747,1.0104854076784255,0.0021715164184570312
PF,Zhou,2,9,1024,2.0927032424708134,0.9987546096754147,0.002270221710205078
PF,Zhou,2,10,1024,2.0849123085920365,1.0206898856055036,0.0021560192108154297
PF,Zhou,2,11,1024,2.0985996683727635,1.0443309760754367,0.0027742385864257812
PF,Zhou,2,12,1024,2.0955833860604867,0.9934906440169922,0.0023374557495117188
PF,Zhou,2,13,1024,2.1157580231202417,1.0689952709678756,0.002175569534301758
PF,Zhou,2,14,1024,2.0899346545172097,1.0381197685487171,0.0022895336151123047
PF,Zhou,2,15,1024,2.0898464176310814,1.023164854822164,0.0023164749145507812
PF,Zhou,2,16,1024,2.0988356394568677,1.0454007666939429,0.002221345901489258
PF,Zhou,2,17,1024,2.0949096315739584,1.0512024225752101,0.002170562744140625
PF,Zhou,2,18,1024,2.0884859835447505,1.002769076323423,0.0022995471954345703
PF,Zhou,2,19,1024,2.089797226451507,1.0374535444589001,0.002144336700439453
PF,Zhou,2,20,1024,2.0859037120035784,1.0246552469197,0.0023040771484375
SESM,Zhou,2,1,4,2.529388189315796,1.1431676149368286,42.06993579864502
SESM,Zhou,2,2,4,3.1257288455963135,0.8826368451118469,40.080684185028076
SESM,Zhou,2,3,4,20.776601791381836,3.2153000831604004,40.19472908973694
SESM,Zhou,2,4,4,3.3837890625,1.3759418725967407,40.13325238227844
SESM,Zhou,2,5,4,2.3801591396331787,1.0332767963409424,40.345329999923706
SESM,Zhou,2,6,4,3.2721242904663086,0.8996990323066711,40.0900399684906
SESM,Zhou,2,7,4,12.092386245727539,2.7674813270568848,41.13056659698486
SESM,Zhou,2,8,4,8.522452354431152,2.401355028152466,41.07107853889465
SESM,Zhou,2,9,4,2.4107789993286133,1.0641039609909058,41.54293775558472
SESM,Zhou,2,10,4,2.8163414001464844,0.8894443511962891,45.750998735427856
SESM,Zhou,2,11,4,5.385916709899902,1.7114982604980469,39.667415380477905
SESM,Zhou,2,12,4,5.01832914352417,1.7138010263442993,39.57867503166199
SESM,Zhou,2,13,4,4.595334529876709,1.4968165159225464,39.988587856292725
SESM,Zhou,2,14,4,3.0458576679229736,0.8711295127868652,39.90829944610596
SESM,Zhou,2,15,4,2.762592077255249,1.026442527770996,40.064634799957275
SESM,Zhou,2,16,4,7.51044225692749,2.146867036819458,41.612571001052856
SESM,Zhou,2,17,4,8.380467414855957,2.176567316055298,39.44929122924805
SESM,Zhou,2,18,4,2.9865031242370605,0.8706429600715637,44.044280767440796
SESM,Zhou,2,19,4,4.08367395401001,1.313460350036621,44.59977102279663
SESM,Zhou,2,20,4,2.592237949371338,0.9137851595878601,41.314247608184814
SESM,Zhou,2,1,16,11.249296188354492,2.1449122428894043,41.5030300617218
SESM,Zhou,2,2,16,1.9190101623535156,0.8562394380569458,41.17939829826355
SESM,Zhou,2,3,16,5.886806011199951,1.4797890186309814,41.96869087219238
SESM,Zhou,2,4,16,2.5033328533172607,0.9604704976081848,41.06517767906189
SESM,Zhou,2,5,16,1.5595322847366333,0.8868488073348999,39.8030264377594
SESM,Zhou,2,6,16,1.8917818069458008,1.0000079870224,45.747787952423096
SESM,Zhou,2,7,16,6.794456958770752,1.8317320346832275,44.80794072151184
SESM,Zhou,2,8,16,3.0669751167297363,1.1403394937515259,45.62647581100464
SESM,Zhou,2,9,16,2.38049054145813,0.8783084154129028,41.29145073890686
SESM,Zhou,2,10,16,2.4082040786743164,1.0459798574447632,43.22884964942932
SESM,Zhou,2,11,16,2.9113566875457764,1.1171612739562988,42.22333240509033
SESM,Zhou,2,12,16,1.4090359210968018,0.7950952053070068,44.997238636016846
SESM,Zhou,2,13,16,1.4633769989013672,0.8358290195465088,41.20606517791748
SESM,Zhou,2,14,16,2.4214940071105957,1.0151721239089966,41.91043472290039
SESM,Zhou,2,15,16,1.7629226446151733,0.7435925006866455,40.2390239238739
SESM,Zhou,2,16,16,8.262760162353516,1.6568762063980103,43.114458322525024
SESM,Zhou,2,17,16,9.091086387634277,2.0270330905914307,41.88686466217041
SESM,Zhou,2,18,16,4.624487400054932,1.52931547164917,38.31791710853577
SESM,Zhou,2,19,16,2.1206393241882324,0.9342882633209229,42.42750644683838
SESM,Zhou,2,20,16,5.812520980834961,1.541298508644104,42.234763383865356
SESM,Zhou,2,1,64,0.02829485759139061,0.11031977832317352,41.33735227584839
SESM,Zhou,2,2,64,0.02874988690018654,0.09577388316392899,40.20910596847534
SESM,Zhou,2,3,64,0.015703842043876648,0.0697222650051117,41.41077256202698
SESM,Zhou,2,4,64,0.08756886422634125,0.1624709516763687,43.861225843429565
SESM,Zhou,2,5,64,0.02117978408932686,0.08780729025602341,41.19453310966492
SESM,Zhou,2,6,64,0.05662407726049423,0.14391103386878967,44.434162616729736
SESM,Zhou,2,7,64,0.025751376524567604,0.09052599966526031,40.6373987197876
SESM,Zhou,2,8,64,0.08551238477230072,0.1338292956352234,41.564109802246094
SESM,Zhou,2,9,64,0.15486279129981995,0.1665412336587906,43.993898153305054
SESM,Zhou,2,10,64,0.07866273075342178,0.15924355387687683,40.118804693222046
SESM,Zhou,2,11,64,0.02355983667075634,0.09423884749412537,41.31093382835388
SESM,Zhou,2,12,64,0.041787419468164444,0.12049030512571335,40.45777893066406
SESM,Zhou,2,13,64,0.052654169499874115,0.12081712484359741,42.0647668838501
SESM,Zhou,2,14,64,0.031338661909103394,0.10951171815395355,46.15950155258179
SESM,Zhou,2,15,64,0.05824670568108559,0.13176697492599487,44.15957713127136
SESM,Zhou,2,16,64,0.07087592780590057,0.1494801938533783,42.130107402801514
SESM,Zhou,2,17,64,0.03647427260875702,0.12368952482938766,42.80147862434387
SESM,Zhou,2,18,64,0.058299098163843155,0.13451214134693146,44.47358250617981
SESM,Zhou,2,19,64,0.021937401965260506,0.08753408491611481,41.07322931289673
SESM,Zhou,2,20,64,0.01420241966843605,0.06511737406253815,44.61548972129822
SESM,Zhou,2,1,256,0.00010834763088496402,0.007067434024065733,44.46595048904419
SESM,Zhou,2,2,256,0.0001369060919387266,0.0074534909799695015,44.536070585250854
SESM,Zhou,2,3,256,0.0002586583432275802,0.010012136772274971,79.40662622451782
SESM,Zhou,2,4,256,0.0001845621591201052,0.008742931298911572,78.22173571586609
SESM,Zhou,2,5,256,0.00023495739151258022,0.008831881918013096,62.01021075248718
SESM,Zhou,2,6,256,0.00014130932686384767,0.0074910856783390045,86.64659833908081
SESM,Zhou,2,7,256,0.0002153947571059689,0.00941971130669117,46.837209701538086
SESM,Zhou,2,8,256,0.0001792911352822557,0.008696749806404114,43.35545086860657
SESM,Zhou,2,9,256,0.00017317506717517972,0.008140346966683865,43.752224922180176
SESM,Zhou,2,10,256,0.000229074212256819,0.011220037937164307,43.67406630516052
SESM,Zhou,2,11,256,0.0002435278584016487,0.009647393599152565,43.46370196342468
SESM,Zhou,2,12,256,0.00012843187141697854,0.0069361054338514805,42.44976449012756
SESM,Zhou,2,13,256,0.000200107810087502,0.008402310311794281,43.35642385482788
SESM,Zhou,2,14,256,0.00020548961765598506,0.007765742484480143,43.737664461135864
SESM,Zhou,2,15,256,0.0001405696093570441,0.007690034341067076,43.92872095108032
